,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
19970407,1.23,1.12,1.08,1.07,0.9,0.6
19970408,0.17,0.17,0.35,0.32,0.33,0.54
19970409,0.07,0.39,0.49,-0.52,-0.62,-0.75
19970410,-0.27,-0.3,-0.58,-0.25,-0.23,-0.48
19970411,-1.7,-1.36,-1.63,-2.07,-2.47,-2.71
19970414,-0.2,-0.09,-0.21,0.21,0.65,0.82
19970415,0.11,0.47,0.34,0.95,1.13,1.51
19970416,-0.36,-0.1,0.19,0.58,0.39,1.39
19970417,0.06,0.21,-0.08,0.06,-0.24,-0.12
19970418,0.27,0.25,0.32,0.33,0.53,0.48
19970421,-1.28,-0.78,-1.12,-1.3,-0.96,-0.83
19970422,-0.3,-0.1,-0.11,0.42,1.23,2.03
19970423,-0.09,-0.14,-0.05,0.37,0,-0.12
19970424,0.24,0.13,-0.02,-0.2,-0.32,-0.2
19970425,-0.78,-0.42,-0.88,-0.68,-1.02,-0.92
19970428,-0.29,0.07,0,0.34,1.1,1.06
19970429,1.05,1.09,1.06,2.6,2.26,2.8
19970430,0.54,0.39,0.31,0.99,0.92,1.02
19970501,0.91,0.81,0.88,0.16,-0.19,-0.27
19970502,2.41,2.14,2.59,1.92,1.69,1.98
19970505,2.46,1.86,2.39,1.6,2.14,2.29
19970506,0.04,-0.15,0.06,0,-0.07,-0.54
19970507,-0.21,-0.31,-0.09,-1.02,-1.23,-1.36
19970508,0.05,-0.09,0.07,0.48,0.51,0.46
19970509,0.56,0.45,0.51,0.36,0.27,0.69
19970512,0.61,0.53,0.62,1.32,1.33,1.44
19970513,-0.09,-0.16,0.04,-0.18,-0.33,-0.6
19970514,0.28,0.33,0.18,0.49,0.4,0.34
19970515,0.33,0.36,0.26,0.16,0.24,0.93
19970516,-0.07,-0.02,0.02,-0.57,-0.86,-1.55
19970519,0.17,0.33,0.38,0.43,0.54,0.19
19970520,0.44,0.32,0.45,0.67,0.7,1.24
19970521,0.47,0.6,0.49,0.03,-0.19,-0.26
19970522,0.29,0.43,0.38,-0.08,-0.36,-0.33
19970523,1,1.16,1,1.19,1.2,1.35
19970527,0.35,0.36,0.39,0.17,0.02,0.5
19970528,0.53,0.29,0.41,0.06,-0.14,-0.25
19970529,0.25,0.16,0.22,0.14,-0.22,-0.51
19970530,0.54,0.55,0.5,1.06,0.7,0.4
19970602,0.74,0.77,0.59,0,0.07,-0.32
19970603,-0.06,0.06,0.08,-0.09,0.14,-0.31
19970604,0.02,-0.06,0.13,-0.04,-0.34,-0.69
19970605,0.66,0.45,0.4,0.47,0.46,0.4
19970606,0.62,0.57,0.59,1.06,1.19,1.83
19970609,0.23,0.3,0.07,1.27,0.39,0.51
19970610,-0.21,-0.16,-0.16,0.76,0.18,0.12
19970611,0.2,0,0.04,0.12,0.42,0.59
19970612,0.36,0.53,0.21,1.22,1.16,1.62
19970613,0.41,0.48,0.63,0.3,0.83,1.34
19970616,0.04,0.12,0.11,-0.19,0.26,0.06
19970617,0.12,0.32,0.26,-0.24,0.15,0.18
19970618,-0.12,0.07,0.07,0.21,-0.21,-0.65
19970619,0.87,0.68,0.9,1.04,0.74,1.1
19970620,-0.15,-0.5,-0.31,-0.17,0.07,0.01
19970623,-0.75,-0.39,-0.45,-1.65,-1.76,-2.21
19970624,0.82,0.74,0.52,1.05,1.43,2.1
19970625,-0.33,-0.25,-0.26,-0.55,-0.9,-0.75
19970626,-0.21,-0.17,0.01,-0.63,-0.41,-0.57
19970627,0.63,0.61,0.71,0.3,0.24,0.47
19970630,1.01,1.22,1.35,-0.32,-0.02,-0.44
19970701,-0.2,-0.29,-0.38,0.68,1.01,0.45
19970702,-0.02,0.16,0.18,1.02,1.01,1.52
19970703,0.25,0.58,0.47,0.77,1.41,1.41
19970707,-0.14,0.13,0.19,-0.24,-0.39,-0.43
19970708,0.52,0.33,0.55,0.86,0.52,0.85
19970709,-0.11,-0.25,-0.01,-0.54,-1.02,-1.11
19970710,0.49,0.54,0.46,0.41,0.67,0.57
19970711,0.83,0.69,0.89,0.81,0.49,0.28
19970714,0.36,0.45,0.45,-0.07,0.28,0.32
19970715,0.85,0.59,0.93,0.49,0.85,0.79
19970716,0.73,0.85,0.65,1.27,0.92,1.31
19970717,-0.34,-0.41,-0.39,-0.82,-0.53,-0.52
19970718,-0.54,-0.35,-0.45,-1.18,-1.73,-1.46
19970721,-0.55,-0.36,-0.35,-0.45,-0.36,-0.38
19970722,0.76,0.53,0.59,1.62,1.88,2.44
19970723,0.39,0.3,0.19,0.64,0.42,0.19
19970724,0.2,0.26,0.11,0.65,0.45,0.24
19970725,0.12,0.17,-0.03,-0.25,0.19,-0.26
19970728,0.12,0.03,0.2,-0.09,-0.06,-0.38
19970729,0.21,0.33,0.12,0.62,0.62,0.55
19970730,0.81,0.72,0.58,1.22,1.3,1.05
19970731,0.31,0.29,0.41,0.11,0.38,0.11
19970801,-0.07,0.05,0.07,-0.34,-0.81,-0.58
19970804,0.34,0.3,0.48,0.39,0.39,0.27
19970805,0.8,0.7,0.77,0.01,0.4,0.31
19970806,0.57,0.68,0.66,0.56,0.68,0.86
19970807,-0.04,0.1,0.3,-0.72,-0.69,-0.97
19970808,-1.23,-1.17,-1.12,-1.4,-1.79,-2
19970811,-0.32,-0.2,-0.23,-0.08,0.46,0.2
19970812,-0.23,-0.13,-0.23,-0.64,-0.75,-1.2
19970813,0.07,0.11,-0.04,-0.02,-0.36,-0.29
19970814,0.14,0.09,0.14,-0.03,0.14,0.48
19970815,-0.64,-0.73,-0.62,-1.72,-1.87,-2.52
19970818,-0.11,0.09,-0.04,0.5,0.84,1.16
19970819,1.2,1.15,1.22,1.59,1.24,1.46
19970820,1.4,0.96,1.17,1.01,1.39,1.5
19970821,-0.28,-0.37,-0.49,-1.13,-1.3,-1.4
19970822,-0.27,-0.3,-0.37,-0.54,-0.05,-0.28
19970825,0.75,0.53,0.71,0.36,0.02,-0.46
19970826,0.23,0.06,0,-0.26,-0.63,-0.82
19970827,0.85,0.66,0.58,0.03,0.25,0.1
19970828,0.08,0.28,0.28,-0.46,-0.8,-1.1
19970829,0.39,0.15,0.51,-0.31,-0.21,-0.27
19970902,1.22,1.15,1.14,2.01,2.54,2.89
19970903,0.19,0.14,-0.02,0.55,0.29,0.08
19970904,0.29,0.31,0.43,0.07,0.39,0.3
19970905,0.84,0.67,0.88,0.74,0,-0.23
19970908,0.72,0.73,0.48,0.43,0.42,0.2
19970909,0.67,0.44,0.4,0.23,0.11,0.34
19970910,0.01,0.18,-0.09,-0.62,-1.17,-1.64
19970911,-0.01,-0.09,-0.22,-0.74,-0.83,-0.56
19970912,0.84,0.78,0.64,1.02,1.38,1.2
19970915,0.17,0.16,0.17,-0.07,-0.22,-0.51
19970916,0.96,0.9,0.71,1.99,2.25,2.73
19970917,0.18,0.34,0.25,0.5,0,-0.3
19970918,0.17,-0.02,0.35,0.23,0.67,0.29
19970919,0.32,0.23,0.19,-0.09,0.4,0.4
19970922,0.52,0.37,0.51,0.41,0.24,0.71
19970923,0.09,0.25,0.31,-0.53,-0.36,-0.24
19970924,0.13,0.01,-0.17,-0.33,-0.66,-0.78
19970925,0.05,-0.13,-0.16,-0.37,-0.7,-0.76
19970926,0.17,0.3,0.3,0.47,0.57,0.86
19970929,0.42,0.38,0.48,0.78,0.64,0.87
19970930,0.63,0.45,0.61,0.04,-0.47,-0.74
19971001,0.13,0.2,0.1,0.57,0.73,0.74
19971002,0.57,0.49,0.61,0.65,0.47,0.62
19971003,0.55,0.38,0.59,0.5,0.57,0.45
19971006,0.42,0.44,0.55,0.44,0.61,0.8
19971007,0.55,0.48,0.41,0.82,0.56,1.23
19971008,0.19,-0.01,-0.05,-0.28,-0.9,-0.66
19971009,0.4,0.27,0.1,-0.02,-0.12,-0.39
19971010,0.27,0.31,0.19,-0.28,-0.1,-0.45
19971013,0.17,0.28,0.16,0.3,0.01,0.11
19971014,-0.22,-0.26,-0.32,-0.04,0.03,0.18
19971015,-0.26,-0.28,-0.26,-0.16,-0.04,-0.56
19971016,-1.32,-0.93,-1.2,-1.03,-0.9,-1.07
19971017,-1.87,-1.59,-1.58,-1.44,-1.32,-1.11
19971020,1.1,0.69,0.77,1.07,1.42,0.99
19971021,1.12,0.89,0.88,1.56,1.4,1.99
19971022,-0.07,0.09,-0.07,-0.22,-0.24,-0.38
19971023,-2.24,-1.6,-1.83,-1.69,-1.8,-1.84
19971024,-0.62,-0.24,-0.24,-1.06,-0.74,-0.87
19971027,-7.14,-5.14,-5.77,-6.76,-6.45,-6.56
19971028,2.69,1.42,1.86,3.63,3.83,4.93
19971029,1.16,1.44,1.05,0.77,0.09,-0.36
19971030,-1.59,-1.26,-1.11,-1.94,-1.2,-1.8
19971031,1.14,1.1,1.11,0.61,1.36,1.25
19971103,1.74,1.37,1.68,2.2,2.08,2.7
19971104,0.18,0.13,0.24,0.14,0.4,0.2
19971105,0.64,0.51,0.4,0.48,0.24,0.34
19971106,-0.41,-0.42,-0.28,-0.56,-0.4,-0.53
19971107,-1.79,-1.5,-1.44,-1.49,-1.44,-1.02
19971110,-0.1,0.19,-0.04,-0.32,-0.45,-0.72
19971111,-0.56,-0.24,-0.17,-0.49,0.06,0.32
19971112,-2.47,-1.84,-2.16,-1.83,-1.63,-2.03
19971113,-0.22,-0.05,-0.17,0.54,0.72,1.32
19971114,0.98,0.87,0.85,1.19,1.55,1.17
19971117,1.57,1.44,1.43,1.98,1.87,1.9
19971118,-0.8,-0.47,-0.8,-0.57,-1.07,-0.63
19971119,-0.15,-0.16,-0.19,-0.01,0.22,0.89
19971120,0.76,0.81,0.89,1.38,1.45,1.52
19971121,-0.28,-0.05,-0.13,-0.21,0.2,0.51
19971124,-1.81,-1.24,-1.49,-1.72,-1.56,-1.69
19971125,-0.44,-0.15,-0.36,-0.02,-0.08,0.85
19971126,0.25,0.32,0.28,0.33,0.27,0.08
19971128,0.36,0.3,0.33,0.37,0.34,0.39
19971201,0.74,0.86,0.72,1.89,1.88,2.05
19971202,-0.73,-0.2,-0.09,0.01,-0.09,-0.49
19971203,0.01,0.21,0.15,0.12,0.52,0.69
19971204,0.2,0.08,0.23,-0.11,-0.28,-0.21
19971205,0.7,0.51,0.48,1,1.11,1
19971208,0.72,0.9,0.81,0.02,-0.12,-0.03
19971209,-1.1,-0.51,-0.55,-0.44,-0.84,-0.69
19971210,-1.54,-0.91,-1.11,-1,-0.69,-0.63
19971211,-1.99,-1.78,-1.93,-1.59,-1.39,-1.56
19971212,-0.52,-0.33,-0.56,-0.27,-0.25,-0.23
19971215,-0.74,-0.33,-0.44,0.68,0.74,1.03
19971216,0.77,0.96,1.05,0.52,0.58,0.56
19971217,0.1,0.27,0.3,0.4,-0.11,-0.37
19971218,-1.41,-1.23,-1.35,-1,-0.82,-1.15
19971219,-0.24,-0.18,-0.24,-0.39,-0.76,-0.73
19971222,0.16,0.62,0.36,0.35,0.42,0.84
19971223,-0.28,0.07,-0.2,-1.34,-0.75,-1.62
19971224,-0.15,-0.13,-0.06,-0.37,-0.37,-0.81
19971226,0.1,0.13,0.02,0.44,0.22,0.46
19971229,0.64,0.98,0.9,1.56,1.62,1.83
19971230,1.69,1.47,1.58,1.71,1.66,1.91
19971231,1.35,0.71,0.94,0.38,0.42,-0.18
19980102,0.25,-0.22,0.19,-0.02,0.15,0.46
19980105,0.47,0.08,0.33,0.16,0.09,0.4
19980106,-0.66,-0.85,-0.9,-0.58,-1.2,-1.1
19980107,-0.63,-0.79,-0.69,-0.13,-0.35,-0.33
19980108,-0.59,-0.7,-0.81,-0.99,-1.02,-0.62
19980109,-2.89,-2.48,-2.84,-3.01,-3.04,-2.94
19980112,-0.94,-0.69,-0.73,-0.15,0.63,1.45
19980113,1.75,1.5,1.64,1.89,1.57,1.34
19980114,0.73,0.68,0.86,0.54,0.6,0.64
19980115,0.03,-0.04,-0.04,-0.43,-0.67,-0.69
19980116,0.92,1.04,1.21,0.91,1.1,1.1
19980120,1.26,1.04,1.2,1.99,1.45,1.8
19980121,-0.39,-0.29,-0.28,0.04,-0.51,-0.92
19980122,-0.72,-0.7,-0.66,-0.53,-1.37,-0.53
19980123,-0.23,-0.26,-0.29,-0.11,-0.76,-0.55
19980126,-0.99,-0.64,-0.7,-0.5,-0.21,-0.08
19980127,0.29,0.25,0.34,0.53,0.94,1.29
19980128,1.24,1.13,1.47,1.1,0.94,0.97
19980129,0.51,0.63,0.8,0.62,0.72,0.91
19980130,-0.17,-0.17,-0.07,-0.17,-0.48,-0.45
19980202,0.87,0.49,1.13,1.58,2.19,2.15
19980203,0.7,0.95,0.53,0.66,0.74,0.35
19980204,0.8,0.84,0.82,0.19,0.52,-0.05
19980205,0.42,0.53,0.64,-0.12,-0.05,-0.31
19980206,0.5,0.3,0.21,0.61,0.75,0.95
19980209,0.49,0.35,0.34,0.14,-0.3,-0.08
19980210,0.84,0.73,0.88,1.07,0.66,0.86
19980211,0.26,0.17,0.27,0.63,0.28,0.02
19980212,0.15,0.17,0.01,0.51,0.45,0.37
19980213,0.44,0.41,0.46,-0.18,-0.08,-0.45
19980217,-0.27,0.07,0.12,0.18,0.12,0.28
19980218,0.16,0.23,0.5,0.54,0.96,0.92
19980219,0.05,0.15,-0.14,-0.11,-0.23,-0.24
19980220,0.11,0.12,-0.05,0.29,0.5,0.45
19980223,0.44,0.46,0.47,0.41,0.27,0.58
19980224,-0.36,-0.2,-0.38,-0.78,-0.74,-0.77
19980225,0.87,0.83,0.89,1.29,1.06,1.23
19980226,0.61,0.46,0.76,0.88,0.54,0.48
19980227,0.34,-0.02,0.22,-0.11,-0.05,0.11
19980302,0.06,0.05,0.09,0.09,0.03,-0.34
19980303,0.11,0.22,0.14,0.37,0.38,0.38
19980304,0.24,-0.25,0.05,0.16,-0.51,-0.59
19980305,-1.13,-1,-0.98,-0.87,-0.62,-1.27
19980306,1.65,1.23,1.42,1.57,1.45,2.26
19980309,-0.43,-0.41,-0.53,-0.08,-0.37,-0.27
19980310,0.8,0.52,0.77,0.88,1.18,1.17
19980311,0.53,0.48,0.55,0.71,0.51,0.48
19980312,0.17,0.17,0.16,0.02,0.23,0.12
19980313,0.41,0.17,0.13,0.27,-0.1,-0.18
19980316,0.6,0.66,0.86,1.07,0.74,1.03
19980317,-0.25,0.05,-0.21,0.3,-0.09,0.26
19980318,0.27,0.38,0.25,0.38,0.52,0.52
19980319,0.45,0.45,0.4,0.87,0.14,0.38
19980320,0.02,-0.07,0.18,0.5,0.66,0.7
19980323,-0.09,0.01,-0.22,-0.33,-0.17,-0.47
19980324,0.5,0.56,0.6,0.61,0.6,1.11
19980325,0.13,0.13,0.07,-0.16,-0.29,-0.29
19980326,0.24,-0.02,0.11,-0.34,0.05,-0.05
19980327,-0.03,0,0,-0.43,-0.32,-0.48
19980330,-0.2,0.11,-0.17,-0.61,-0.33,-0.03
19980331,0.62,0.95,1.07,1.01,0.57,0.84
19980401,0.85,0.75,0.61,0.69,0.66,0.54
19980402,0.26,0.31,0.05,0.98,0.84,0.99
19980403,0.03,0.13,-0.02,0.28,0.28,0.18
19980406,-0.76,-0.49,-0.65,-0.21,-0.13,-0.32
19980407,-1.57,-1.29,-1.38,-0.76,-1.13,-0.9
19980408,0.5,0.18,-0.07,-0.21,-0.41,-0.73
19980409,1.11,1,0.98,0.71,0.91,0.82
19980413,-0.24,0.16,0.16,0.1,-0.16,0.07
19980414,0.91,1.11,0.93,1.24,0.89,0.39
19980415,0.81,0.28,0.41,0.69,0.6,0.18
19980416,-0.1,-0.55,-0.4,-0.43,-0.75,-1.02
19980417,0.6,0.28,0.39,0.78,1.19,1.32
19980420,0.4,0.53,0.51,0.02,0.19,0.14
19980421,0.76,0.71,0.45,0.3,0.35,0.12
19980422,-0.2,0.03,0.08,-0.14,0.19,0.58
19980423,-1.3,-1.05,-1.18,-1.02,-1.15,-1.04
19980424,-0.82,-0.86,-0.77,-1.09,-0.7,-1.04
19980427,-2.5,-2.25,-2.4,-2.3,-1.84,-2.09
19980428,0.95,0.59,0.64,0.44,0.11,-0.08
19980429,0.96,0.75,0.9,1.12,0.96,0.82
19980430,1.06,1.45,1.02,1.29,1.6,1.56
19980501,0.17,0.28,0.27,0.7,0.83,0.56
19980504,0.43,0.02,0.13,0.15,-0.14,0.33
19980505,-0.58,-0.67,-0.59,-0.42,-0.54,-0.62
19980506,-0.21,-0.59,-0.35,-0.57,-0.85,-0.87
19980507,-0.52,-0.59,-0.54,-0.76,-0.44,-1.04
19980508,0.59,0.5,0.6,0.94,0.83,1.39
19980511,-0.68,-0.3,-0.43,-0.04,-0.37,-0.11
19980512,-0.14,-0.18,-0.39,0.02,0.82,0.74
19980513,0.38,0.21,0.05,0.37,0.37,0.31
19980514,-0.23,-0.4,-0.3,-0.11,-0.58,0.08
19980515,-0.78,-0.51,-0.48,-0.38,-0.49,-1
19980518,-1.18,-0.72,-1.13,-0.61,-0.8,0.03
19980519,0.47,0.71,0.64,0.09,0.24,0.51
19980520,-0.55,-0.39,-0.38,-0.01,0.35,0.92
19980521,-0.21,-0.18,-0.42,-0.24,-0.15,-0.47
19980522,-0.76,-0.65,-0.87,-0.88,-0.49,-0.43
19980526,-2.11,-1.46,-1.57,-1.28,-1.37,-1.5
19980527,-1.19,-1.29,-1.43,-1.03,-0.31,0.04
19980528,1.21,1.16,1.23,0.53,0.7,0.36
19980529,0.2,0.23,0.32,-0.22,-0.15,-0.78
19980601,-1.63,-0.96,-0.97,-0.62,0.23,-0.25
19980602,-0.2,-0.46,-0.31,0.22,0.03,0.45
19980603,-0.1,-0.01,-0.22,-0.22,-0.91,-0.99
19980604,0.56,0.37,0.43,1.13,0.81,1.21
19980605,0.57,0.3,0.38,1.15,1.32,1.84
19980608,0.4,0.26,0.43,0.81,0.5,0.07
19980609,0.37,-0.12,0.07,0.46,-0.11,0.42
19980610,-1.19,-1.04,-1.36,-0.86,-0.61,-0.6
19980611,-1.37,-1.3,-1.37,-1.68,-1.3,-1.5
19980612,-0.58,-0.57,-0.57,-0.01,0.01,0.35
19980615,-2.1,-1.34,-1.62,-2.23,-1.98,-1.84
19980616,1.21,0.84,1.04,1.27,0.9,1.01
19980617,1.25,1.2,1.46,1.6,1.74,1.72
19980618,-0.61,-0.67,-0.91,-0.17,-0.35,0.1
19980619,-0.17,-0.38,0.04,0.16,-0.56,-0.53
19980622,0.61,0.57,0.57,0.22,0.49,0.24
19980623,1.27,0.92,0.89,1.37,1.23,1.52
19980624,0.89,0.83,0.71,1.52,1,1.14
19980625,-0.38,-0.05,-0.03,-0.08,-0.23,-0.39
19980626,0.06,0.07,0.22,0.19,0.17,0.47
19980629,0.79,0.5,0.69,0.5,0.73,0.47
19980630,0.81,0.57,0.85,0.3,-0.25,-0.49
19980701,0.52,0.45,0.54,1.44,1.39,1.06
19980702,-0.34,-0.14,-0.3,-0.03,-0.02,-0.29
19980706,0.41,0.07,0.2,1.09,0.78,0.97
19980707,-0.36,-0.22,-0.48,-0.37,-0.12,-0.06
19980708,0.03,0.3,0.15,0.39,1.16,1.07
19980709,0.17,-0.02,0.14,-0.51,-0.82,-0.42
19980710,-0.3,-0.09,-0.08,0.07,0.34,0.49
19980713,0.08,-0.12,0.23,0.14,-0.26,0.37
19980714,0.1,0.23,0.42,0.77,1.19,0.77
19980715,0.57,0.48,0.8,0.11,-0.15,-0.2
19980716,0.28,0.2,0.23,0.44,0.67,0.79
19980717,0,-0.12,0.01,0.54,0.29,0.17
19980720,-0.15,-0.25,0.05,0.26,-0.57,0.04
19980721,-1.22,-0.89,-1.08,-1.41,-1.54,-1.75
19980722,-0.95,-1.07,-1.13,-0.74,-0.23,-0.02
19980723,-1.89,-1.66,-1.82,-2.36,-1.88,-2.06
19980724,-0.64,-0.66,-0.53,-0.75,-0.55,0.33
19980727,-1.49,-1.12,-1.32,0.02,0.07,0.64
19980728,-1.11,-1.08,-1.36,-1.74,-1.4,-1.51
19980729,-0.36,-0.26,-0.18,-0.23,-0.37,-0.55
19980730,0.62,0.54,0.57,1.55,1.55,1.57
19980731,-1.99,-2.04,-1.78,-1.43,-1.71,-2.02
19980803,-1.91,-1.23,-1.68,-0.8,-1.21,-0.56
19980804,-3.03,-2.56,-2.91,-3.69,-3.38,-3.67
19980805,-0.85,-0.78,-0.83,-0.12,0.32,1.02
19980806,2.02,1.66,1.69,1.24,1.08,1.01
19980807,2.26,1.93,1.91,1.11,0.76,-0.24
19980810,-0.46,-0.87,-1.04,-0.66,-0.61,-0.51
19980811,-2.75,-2.55,-2.6,-2.51,-1.2,-1.48
19980812,1.6,1.79,1.92,1.92,1.8,1.34
19980813,-1.04,-1.04,-1.02,-0.97,-0.87,-0.8
19980814,-0.48,-0.14,-0.17,-1.24,-0.72,-1.07
19980817,-0.12,0.01,0.02,0.89,1.54,2.04
19980818,1.26,1.34,1.54,2.15,1.91,1.42
19980819,-0.88,-1.27,-1.42,-0.11,-0.7,-0.29
19980820,-1.01,-0.81,-0.94,-0.87,-0.54,-0.63
19980821,-1.72,-1.48,-1.35,-1.62,-1.18,-0.93
19980824,-0.8,-0.51,-0.79,0.18,0.41,0.65
19980825,-1.03,-0.98,-0.41,0.44,0.19,0.38
19980826,-2.76,-2.16,-2.41,-1.51,-1.23,-0.63
19980827,-4.16,-3.25,-3.9,-4.26,-3.74,-3.88
19980828,-2.36,-1.77,-1.97,-2.44,-1.92,-1.35
19980831,-7.3,-4.97,-5.44,-6.98,-5.9,-7.07
19980901,2.95,2.4,2.07,3.47,3.09,4.06
19980902,1.56,0.93,1.32,1.49,-0.06,-0.54
19980903,-1.69,-1.64,-1.56,-1.56,-1.05,-0.9
19980904,0.08,0.21,-0.08,-1.36,-0.41,-0.96
19980908,3.95,3.29,3.81,5.52,4.81,5.1
19980909,-2.11,-2.05,-2.07,-1.99,-1.52,-1.77
19980910,-2.17,-2.03,-2.49,-2.88,-2.03,-2.7
19980911,2.08,1.97,2.2,1.97,2.74,2.95
19980914,1.19,0.85,1.22,2.88,1.67,2.18
19980915,0.03,-0.14,-0.41,0.57,1.11,0.75
19980916,0.85,0.43,0.76,1.77,0.93,0.66
19980917,-1.35,-0.99,-1.13,-2.13,-2.19,-2.65
19980918,1.56,1.81,1.98,0.33,0.18,0.41
19980921,-0.22,-0.42,-0.74,0.25,0.21,0.33
19980922,1.18,1.06,1.22,0.97,0.44,0.69
19980923,1.86,1.65,1.85,3.68,3.46,3.27
19980924,-1.16,-1.23,-1.06,-1.72,-2.36,-2.05
19980925,-0.15,-0.55,-0.72,-0.21,0.25,0.19
19980928,0.02,-0.02,0.08,0.4,0.24,0.47
19980929,-0.66,-0.51,-0.6,-0.6,-0.31,0.13
19980930,-0.46,-0.05,-0.38,-2.38,-2.81,-2.8
19981001,-3.86,-3.09,-3.12,-4.01,-2.82,-3.21
19981002,0,0.07,-0.58,1.82,1.58,1.49
19981005,-3.9,-2.86,-3.22,-2.35,-1.45,-1.69
19981006,-1.23,-1,-1.25,-0.67,-0.09,-0.64
19981007,-3.73,-2.41,-3.47,-3.01,-1.8,-1.18
19981008,-4.39,-3.62,-4.1,-2.97,-1.66,-0.93
19981009,2.78,1.62,2.13,3.87,2.53,2.44
19981012,2.42,1.68,2.4,2.73,1.48,1.32
19981013,-1.58,-1.3,-1.13,-0.87,-0.53,-0.46
19981014,1.22,1.1,1.09,1.76,1.26,1.32
19981015,3.06,2.52,2.9,4.36,3.98,4.26
19981016,1.77,1.85,2.66,1.14,1.35,0.68
19981019,2.63,2.2,2.61,1.1,0.84,0.54
19981020,1.51,2.06,1.94,1.04,0.38,-0.24
19981021,0.95,0.5,0.8,0.1,-0.46,1.24
19981022,2,1.7,1.6,0.18,0.31,1.16
19981023,0.81,0.16,0.38,-0.86,-0.68,-0.62
19981026,1.38,1.24,1.48,0.17,-0.03,0.51
19981027,0.24,-0.04,0.33,-0.2,-0.72,-0.62
19981028,0.33,0.25,-0.01,-0.07,0.85,0.04
19981029,0.97,0.49,0.71,1.95,1.83,1.56
19981030,0.98,1.06,1.02,2.09,1.36,0.96
19981102,2.16,1.87,2.49,1.76,1.27,1.31
19981103,0.51,0.18,0.5,-0.03,-0.65,0.19
19981104,1.24,1.31,1.69,1.19,1.17,0.62
19981105,1.17,1.19,0.76,0.75,1.11,1.56
19981106,1.3,0.97,0.77,0.69,0.67,0.68
19981109,-0.11,-0.49,-0.29,-0.46,-1.13,-0.81
19981110,-0.27,-0.15,-0.44,-0.29,-0.41,0.11
19981111,-0.53,-0.51,-0.76,-1.13,-0.44,-0.63
19981112,-0.03,-0.4,-0.46,-0.13,0.26,-0.54
19981113,-0.51,-0.39,-0.66,0.69,0.73,0.51
19981116,0.18,0.04,0.53,0.86,0.69,0.88
19981117,-0.43,-0.31,-0.32,0.56,0.02,0.54
19981118,0.62,0.32,0.27,1.34,0.22,0.56
19981119,0.63,0.45,0.78,0.61,0.51,0.75
19981120,0.35,0.09,0.32,0.46,0.9,0.95
19981123,0.92,0.7,0.81,2.4,1.63,2.27
19981124,-0.41,-0.08,-0.34,-0.27,-0.37,-0.53
19981125,1.11,0.63,0.64,0.39,0.51,0.26
19981127,2.14,0.46,0.54,0.26,0.96,0.32
19981130,-1.76,-0.42,-0.51,-2.94,-2.02,-2.37
19981201,-0.21,0.21,0.15,0.86,-0.14,1.5
19981202,-0.47,-0.38,-0.18,-0.81,0.12,-0.21
19981203,-1.25,-0.48,-0.21,-1.39,-1.34,-1.85
19981204,0.98,0.66,0.42,1.63,2.04,2.25
19981207,0.54,0.4,0.65,0.83,1.1,0.91
19981208,0.06,-0.3,0.15,-0.16,-0.3,-0.53
19981209,0.1,-0.17,0.44,-0.13,0.35,0
19981210,-1.27,-1.07,-1.02,-1.54,-1.72,-1.52
19981211,-0.29,-0.5,-0.45,-0.54,-0.04,0.19
19981214,-1.97,-1.75,-2.03,-2.16,-1.77,-2.26
19981215,0.51,0.15,-0.06,1.83,1.32,2.04
19981216,0.26,-0.17,0.08,0.66,0.03,-0.33
19981217,0.67,0.61,0.76,1.45,1.48,1.6
19981218,0.96,0.88,1.11,0.67,0.94,0.55
19981221,1.01,0.67,0.18,1.78,1.08,1.43
19981222,-0.4,-0.13,-0.3,0.52,-0.4,0.22
19981223,1.41,0.67,0.93,1.74,1.59,2.25
19981224,0.44,0.29,0.29,0.48,-0.01,-0.22
19981228,0.55,0.47,0.61,1.16,-0.4,0.17
19981229,0.48,0.74,1.01,1.03,0.95,1.37
19981230,0.28,0.49,0.7,-0.77,-0.04,-0.76
19981231,2.54,2.2,2.33,1.61,0.45,-0.09
19990104,0.18,-0.27,-0.16,-0.16,-0.11,-0.16
19990105,0.61,0,0.01,1.31,0.76,1.34
19990106,1.92,0.9,1.03,2.18,2.2,2.07
19990107,0.74,-0.16,-0.02,0.24,0.04,-0.35
19990108,1.25,0.38,0.51,0.96,0.4,0.28
19990111,1.41,-0.06,-0.18,0.58,-0.98,-0.82
19990112,-1.18,-0.92,-0.89,-2.23,-1.77,-1.8
19990113,-0.95,-0.57,-0.3,-0.93,-0.39,-0.32
19990114,-0.61,-0.6,-0.79,-1.52,-1.76,-1.76
19990115,1.72,1.14,1.21,2.23,2.19,2.46
19990119,0.98,0.32,0.51,0.84,0.22,1.08
19990120,0.02,0.5,0.58,-0.5,0.41,0.36
19990121,-1.61,-0.94,-1.01,-2.29,-1.45,-1.92
19990122,-0.3,-0.23,-0.45,-0.13,-0.3,-0.99
19990125,-0.09,0.11,-0.16,1.24,0.74,0.61
19990126,0.86,0.4,0.42,0.75,0.92,1.96
19990127,-0.69,-1.18,-1.08,-0.24,-1.04,-0.7
19990128,0.55,0.14,-0.04,1.9,1.1,1.98
19990129,0.91,0.88,1.12,0.49,0.84,1.16
