,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
19901204,0.44,0.61,0.48,1.77,0.78,0.67
19901205,2.74,1.45,1.22,4.45,1.67,0.52
19901206,0.69,0.59,0.04,-0.32,0.17,-0.5
19901207,-0.49,0.21,0,-1.23,-0.44,-0.26
19901210,-0.59,0.05,-0.01,0.5,0.34,0.27
19901211,-1.07,-0.44,-0.55,-1.06,-0.69,-0.46
19901212,0.51,0.47,0.33,1.46,1.14,0.91
19901213,0.41,0.47,0.45,-0.34,0.08,-0.25
19901214,-0.9,-0.36,-0.43,-1.51,-0.82,-0.7
19901217,-0.74,-0.8,-0.81,-1.02,-0.45,-0.19
19901218,0.45,0.3,1.09,2.38,1.51,1.05
19901219,0.2,0.38,0.52,0.41,0.2,-0.04
19901220,-0.02,0.26,0.16,0.29,0.08,0.07
19901221,-0.1,-0.12,0.31,0.1,0.41,0.36
19901224,-0.5,-0.02,-0.18,-0.71,-0.53,-0.25
19901226,0.13,0.07,0.38,0.11,0.21,0.35
19901227,-0.68,0,0.05,-1.49,-0.77,-0.49
19901228,-0.04,-0.24,-0.03,-0.28,0.1,0.01
19901231,0.99,1.14,1,0.55,0.37,0.4
19910102,0.72,-0.28,-0.83,0.07,-0.83,-1.22
19910103,-0.62,-0.41,-1.27,-0.08,-1,-1.54
19910104,0.15,0.03,-0.38,0.62,-0.2,-0.31
19910107,-1.92,-1.24,-1.34,-1.63,-1.79,-1.69
19910108,-0.92,-0.69,-0.53,-0.65,-0.3,-0.14
19910109,-1.17,-0.51,-0.25,-1.78,-0.96,-0.92
19910110,0.34,0.23,0.96,0.75,0.85,1.15
19910111,-0.1,-0.14,0,-0.19,-0.04,0.28
19910114,-1.95,-1.61,-1.84,-1.41,-0.97,-0.8
19910115,-0.17,-0.14,0.29,0.18,0.41,0.39
19910116,1,0.65,1.58,1.5,1.05,0.95
19910117,2.44,2.14,2.92,3.13,3.56,3.53
19910118,-0.52,-0.07,-0.08,1.35,1.16,1.01
19910121,0.02,0.35,0.65,1.24,-0.2,-0.14
19910122,0.62,0.63,0.27,0.28,-0.89,-0.73
19910123,1.25,0.96,1.32,1,0.53,0.53
19910124,2.3,1.47,1.69,2.44,1.46,1.35
19910125,1.81,0.86,0.95,0.81,0.49,0.21
19910128,0.85,0.67,0.86,0.6,0.16,-0.02
19910129,0.93,0.54,1.19,0.93,0.16,-0.1
19910130,2.21,1.55,1.83,2.34,1.74,1.27
19910131,2.11,1.51,1.21,1.12,1.32,0.6
19910201,1.56,1.03,0.61,1.45,-0.22,-0.22
19910204,3.61,1.91,1.63,3.53,1.42,1.43
19910205,1.62,1.26,1.32,1.21,1.15,0.94
19910206,2.02,1.17,1.2,1.48,1.99,1.78
19910207,-0.5,-0.16,-0.77,-0.95,-0.27,-0.43
19910208,0.43,0.31,0.45,0.95,0.42,0.84
19910211,1.84,1.69,1.58,3.96,2.28,2.44
19910212,0.06,0.15,0.18,-0.75,-0.35,-0.86
19910213,1.34,0.7,1.09,1.29,0.87,0.88
19910214,-0.27,-0.13,-0.23,-1.42,-1.43,-1.16
19910215,1.36,0.88,0.77,1.07,1.1,1.38
19910219,-0.15,0.02,0.19,-1.05,0.01,0.4
19910220,-0.98,-0.49,-0.78,-1.95,-0.87,-1.09
19910221,0.67,0.25,0.65,-0.26,-0.27,0.1
19910222,0.37,0.32,0.6,-0.46,0.07,0.45
19910225,0.63,0.39,0.49,0.59,0.18,0.57
19910226,-0.95,-0.56,-0.71,-1.27,-0.93,-1.2
19910227,0.9,0.87,0.82,1.55,1.5,0.98
19910228,1.32,0.91,0.98,1.24,0.14,-0.4
19910301,1.16,0.27,0.83,1.83,0.94,0.75
19910304,1.42,1.1,1.59,0.46,-0.03,-0.21
19910305,2.04,1.36,2.13,2.38,1.62,2.16
19910306,0.27,0.14,0.26,-0.02,0.06,-0.35
19910307,0.17,0.05,0.4,-0.47,-0.16,0.19
19910308,0.22,0.16,0.13,-0.15,-0.56,-0.01
19910311,-0.22,-0.51,-1.12,-0.58,-0.49,-0.64
19910312,-0.91,-0.49,-1.34,-1.39,-0.62,-0.93
19910313,0.5,0.33,1.01,1.25,1.01,1.32
19910314,0.21,0.2,0.21,-0.28,-0.47,0.04
19910315,-0.73,-0.42,-0.3,-0.35,-0.11,-0.11
19910318,-0.17,-0.01,-0.18,-0.74,-0.34,-0.14
19910319,-0.86,-0.76,-0.61,-1.68,-0.93,-1.58
19910320,0.52,0.34,1.16,-1.14,0.14,0.69
19910321,0.05,0.23,0.4,-0.65,-0.5,-0.08
19910322,0.02,0.02,0.19,-0.38,0.29,0.21
19910325,0.34,0.39,0.81,0.47,0.72,0.75
19910326,0.75,0.71,1.58,2.35,1.29,2.03
19910327,0.56,0.58,0.88,-0.08,-0.07,-0.08
19910328,0.63,0.76,0.57,-0.74,0,-0.13
19910401,-0.29,-0.41,-0.43,-0.92,-0.88,-0.85
19910402,0.88,0.82,1.64,2.02,1.82,2.36
19910403,0.84,0.6,0.91,0.18,0.04,-0.01
19910404,0.43,0.23,0.56,-0.07,0.34,0.35
19910405,-0.31,-0.03,-0.31,-1.33,-1.02,-1.01
19910408,0.01,0.11,0.04,0.96,0.69,0.64
19910409,-0.35,-0.05,-0.38,-1,-1.12,-1.2
19910410,-0.28,-0.01,-0.09,-0.56,0.01,-0.28
19910411,0.7,0.74,1.21,1.27,0.91,1.48
19910412,0.38,0.52,0.69,0.52,0.69,0.59
19910415,-0.26,0.15,-0.06,0.74,0.12,0.21
19910416,0.62,0.77,1.08,1.63,1.37,1.65
19910417,0.76,0.76,1.01,1.89,0.87,0.56
19910418,0.13,-0.11,-0.63,0.71,-0.29,-0.99
19910419,0.24,-0.43,-1.01,-0.91,-0.76,-1.41
19910422,-1.07,-1.08,-1.77,-1.78,-0.76,-0.87
19910423,0.19,0.18,0.24,0.31,0.22,0.03
19910424,0.43,0.36,0.38,0.88,0.34,0.08
19910425,-0.41,-0.06,-0.37,-0.41,-0.96,-0.81
19910426,-0.4,-0.2,-0.48,0.22,-0.21,-0.03
19910429,-0.73,-0.53,-1.09,-1.9,-1.1,-1.47
19910430,-0.61,-0.39,-0.82,0.81,0.29,0.2
19910501,0.46,0.61,1.14,1.23,1.04,1.57
19910502,0.46,0.43,1.15,0.07,0.07,0.13
19910503,0.27,0.2,0.32,0.2,0,0.15
19910506,-0.15,-0.08,-0.25,-0.46,-0.07,-0.15
19910507,0.06,0.17,0.17,-0.95,-0.56,-0.54
19910508,0.09,0.33,0.31,0.91,0.2,0.06
19910509,0.45,0.57,1.04,1.5,1,1.4
19910510,-0.8,-0.42,-1.07,-1.62,-1.82,-1.71
19910513,-0.1,-0.01,-0.14,0.29,0.36,0.07
19910514,-0.92,-0.62,-1.14,-1.42,-1.18,-1.29
19910515,-1.28,-0.92,-2.25,-0.77,-0.85,-1.13
19910516,0.48,0.51,0.83,0.74,0.8,1.3
19910517,-0.26,0,-0.27,-0.01,0.01,0.01
19910520,-0.18,-0.09,-0.13,-0.13,-0.13,0.19
19910521,0.18,0.34,0.75,0.55,0.46,1.28
19910522,-0.16,-0.01,0.53,0.2,0.17,0.45
19910523,0.14,-0.04,0.55,-0.08,-0.19,-0.18
19910524,0.52,0.1,0.72,1.27,0.61,0.6
19910528,0.63,0.41,0.69,1.85,1.05,0.99
19910529,0.36,0.52,0.65,0.79,0.31,0.04
19910530,1.04,0.85,1.08,1.7,1.41,0.44
19910531,1.09,0.69,0.61,1.72,1.02,0.05
19910603,0.39,0.27,0.19,0.21,-0.18,-0.68
19910604,0.43,0.16,-0.02,0.4,-0.21,0.02
19910605,0.32,0.15,0.03,-0.83,-0.67,-0.5
19910606,0.01,-0.17,-0.11,-0.27,-0.44,-0.36
19910607,-0.4,-0.44,-0.8,-0.87,-1.05,-0.91
19910610,-0.35,-0.28,-0.46,-0.31,-0.22,-0.22
19910611,-0.01,0.07,0.09,0.52,0.4,0.65
19910612,-1.42,-0.79,-1.2,-1.35,-1.07,-1.02
19910613,0.06,-0.02,0.12,0.34,0.25,0.24
19910614,0.36,0.56,0.46,1.51,0.87,1.38
19910617,-0.24,-0.15,0.05,-0.54,-0.41,-0.43
19910618,-0.14,-0.13,-0.32,-0.26,-0.36,-0.49
19910619,-1.1,-0.75,-1,-1.08,-0.97,-0.88
19910620,-0.05,-0.31,-0.17,-0.27,-0.17,0.38
19910621,0.05,0.04,-0.03,0.37,0.56,0.48
19910624,-1.61,-1.16,-1.98,-2.11,-1.64,-1.67
19910625,-0.34,-0.6,-0.55,-0.19,0.02,-0.35
19910626,-0.23,-0.3,-0.39,-0.12,0.04,0.41
19910627,0.19,0.21,0.51,0.41,0.95,0.62
19910628,0.36,0.36,-0.1,-0.87,-0.69,-0.76
19910701,0.19,0.41,1.18,1.55,1.66,1.95
19910702,-0.51,0.07,-0.08,-0.17,-0.12,-0.06
19910703,-0.81,-0.54,-0.66,-1.07,-0.96,-1
19910705,0.09,-0.01,0.09,0.17,0.09,0.36
19910708,0.08,0.16,0.68,0.84,0.82,1.03
19910709,0.2,0.4,0.94,-0.24,-0.21,-0.17
19910710,0.29,0.45,0.62,0.02,-0.25,0.23
19910711,0.17,0.34,0.18,-0.13,0.29,0.53
19910712,0.57,0.44,0.67,0.43,0.56,1.18
19910715,0.57,0.58,0.72,0.36,0.46,0.88
19910716,-0.1,0.14,0.01,-0.24,-0.16,-0.31
19910717,0.43,0.19,0.18,0.34,-0.11,-0.12
19910718,0.58,0.61,0.66,1.2,0.99,0.83
19910719,0.43,0.16,0.24,-0.29,-0.24,-0.29
19910722,-0.42,-0.38,-0.11,-0.14,-0.27,-0.53
19910723,-0.83,-0.47,-0.78,-0.65,-0.88,-1.03
19910724,-0.47,-0.4,-0.65,-0.7,-0.28,-0.08
19910725,0.08,0.31,0.28,0.64,0.47,0.79
19910726,0.17,-0.02,0.02,-0.18,0.03,0.23
19910729,-0.4,-0.1,0.14,0.59,0.49,0.63
19910730,0.46,0.6,0.68,0.79,0.77,1.16
19910731,0.72,0.64,0.7,0.28,0.21,0.6
19910801,0.09,0.15,0.02,-0.03,-0.27,0.04
19910802,-0.01,0.2,0.37,-0.05,0.04,0.23
19910805,-0.6,-0.22,-0.15,-0.62,-0.46,-0.59
19910806,0.31,0.23,0.35,1.33,1.2,1.52
19910807,-0.07,0.24,0.24,-0.02,0.03,0.24
19910808,0.08,0.04,0.16,-0.37,-0.26,0
19910809,0.16,-0.04,0.02,-0.74,-0.55,-0.22
19910812,-0.06,-0.05,0.33,0.23,0.27,0.24
19910813,0.38,0.42,0.72,0.23,0.3,0.67
19910814,0.16,0.2,0.48,0.13,0.05,0.44
19910815,0.02,0.18,-0.21,0.02,0.07,-0.49
19910816,-0.32,-0.4,-0.41,-0.91,-0.75,-1.05
19910819,-2.52,-2.35,-3.37,-1.69,-2.28,-2.53
19910820,0.83,0.63,1.17,0.64,0.65,0.84
19910821,1.7,1.69,3.22,2.22,2.62,3.34
19910822,0.24,0.43,0.38,-0.01,0.17,0.31
19910823,0.45,0.51,0.56,0.9,0.73,0.44
19910826,0.26,0.02,0.26,-0.01,-0.08,-0.07
19910827,0.15,-0.03,0.16,0.06,-0.16,-0.18
19910828,0.4,0.59,0.91,0.77,0.82,0.99
19910829,0.11,0.1,0.24,0.14,-0.12,0.02
19910830,0.51,0.26,0.24,0,-0.22,-0.23
19910903,-0.38,-0.5,-0.69,-0.83,-0.67,-0.96
19910904,-0.42,-0.25,-0.49,-0.31,-0.52,-0.74
19910905,-0.05,-0.14,0.05,0.06,-0.25,-0.44
19910906,-0.07,-0.07,0.33,0.08,-0.13,0.09
19910909,0.12,-0.08,0.08,-0.02,-0.12,-0.16
19910910,-1.07,-0.82,-1.05,-1.14,-0.84,-1.2
19910911,0.2,0.3,0.22,0.2,0.09,0.34
19910912,0.25,0.29,0.95,0.33,0.47,1.07
19910913,-0.42,-0.03,-0.29,-1.03,-0.85,-1.14
19910916,-0.23,-0.33,0.03,0.65,0.67,0.26
19910917,-0.21,-0.16,0.06,-0.07,-0.19,0.24
19910918,0.25,0.07,0.64,0.39,0.4,0.41
19910919,0.32,0.42,1.06,-0.05,0.36,0.38
19910920,0.15,0.48,0.89,-0.27,0.25,0.38
19910923,-0.25,-0.25,-0.26,-0.19,-0.41,-0.67
19910924,0.35,-0.04,0.27,0.54,0.49,0.52
19910925,-0.35,0.11,-0.04,-0.28,-0.08,-0.19
19910926,0.3,0.3,0.01,0.16,0.01,-0.2
19910927,0.05,-0.3,-0.23,-0.39,-0.13,-0.16
19910930,0.42,0.7,0.67,0.69,0.5,0.55
19911001,-0.11,-0.11,0.36,-0.04,0.4,0.41
19911002,-0.33,-0.11,-0.29,-0.3,-0.17,-0.41
19911003,-0.91,-0.73,-0.96,-0.54,-0.94,-1.12
19911004,0.01,-0.14,-0.03,-0.53,-0.75,-0.61
19911007,-0.76,-0.72,-0.93,-0.45,-0.53,-0.64
19911008,-0.07,0.23,0.18,0.04,0.41,0.33
19911009,-0.32,-0.34,-0.49,-0.86,-0.73,-1.27
19911010,-0.04,-0.01,0.15,1.2,0.73,0.69
19911011,0.47,0.31,0.28,0.02,0.17,0.53
19911014,0.74,0.48,1.09,1.22,1.19,1.44
19911015,0.66,0.93,1.49,0.68,1.28,1.67
19911016,0.84,1.16,1.52,-0.16,0.6,1.09
19911017,-0.1,0.05,-0.12,-0.29,-0.13,-0.55
19911018,0.52,0.1,0.58,-0.03,0.12,0.39
19911021,-0.21,-0.37,-0.16,-0.37,-0.68,-0.73
19911022,0.05,0.08,0.1,-0.51,-0.23,-0.8
19911023,-0.16,-0.39,-0.12,-0.27,0.23,-0.18
19911024,-0.71,-0.73,-1.25,-0.68,-0.67,-0.94
19911025,0.06,-0.13,-0.79,-0.06,-0.18,-0.58
19911028,0.13,0.2,0.79,1,1.23,1.73
19911029,0.6,0.39,0.65,0.39,0.58,0.84
19911030,0.29,0.52,0.96,0.34,0.46,0.84
19911031,0.53,0.57,1.01,-0.13,0.05,0.14
19911101,-0.23,-0.05,-0.12,-0.29,-0.21,-0.57
19911104,-0.63,-0.27,-0.4,-0.16,-0.34,-0.41
19911105,-0.13,0.05,0.18,-0.31,-0.37,-0.04
19911106,0.11,0.05,0.42,0.3,0.26,0.39
19911107,0.6,0.49,1,0.91,0.76,1.46
19911108,0.29,0.25,0.38,-0.25,0.01,0.15
19911111,0.04,0.29,0.42,-0.18,0.23,0.3
19911112,0.14,0.49,0.92,0.54,0.81,1.43
19911113,-0.04,0.26,0.06,0.09,0.15,0.22
19911114,-0.23,0.03,-0.01,-0.13,-0.03,-0.18
19911115,-1.83,-1.88,-4.25,-3.09,-3.34,-4.37
19911118,-0.1,-0.3,0.06,0.38,0.61,0.77
19911119,-1.61,-1.47,-2.83,-1.36,-1.36,-1.88
19911120,0.06,0.23,0.64,-0.61,-0.23,0.29
19911121,0.29,0.11,0.5,0.15,0.51,0.66
19911122,-0.77,-0.35,-0.83,-1.32,-0.87,-0.78
19911125,-0.84,-0.49,-0.68,-0.23,-0.11,-0.54
19911126,-0.63,-0.13,-0.4,0.73,0.71,0.39
19911127,-0.29,-0.05,0.02,-0.64,-0.08,-0.2
19911129,0.41,0.32,0.42,-0.33,-0.29,-0.04
19911202,-0.46,-0.11,0.48,1.2,1.47,2.15
19911203,-0.16,0.21,0.62,-0.15,-0.19,0.66
19911204,-0.01,0.04,0.27,-0.56,-0.23,0.37
19911205,-0.72,-0.21,-0.18,-0.69,-0.58,-0.51
19911206,-0.12,0.13,0.35,0.17,0.45,0.55
19911209,-0.62,-0.66,-0.11,-0.83,0,-0.07
19911210,-0.74,-0.27,-0.58,-0.03,-0.02,-0.14
19911211,-0.68,-0.51,-0.5,0.23,-0.06,-0.52
19911212,0.54,0.51,0.86,1.09,0.85,1.09
19911213,0.62,0.72,1.24,0.7,0.57,0.94
19911216,0.22,0.33,0.78,-0.28,0.15,0.39
19911217,-0.67,-0.48,-0.45,-0.76,-0.26,-0.59
19911218,0.07,-0.12,-0.34,0.04,0.3,0.03
19911219,-0.66,-0.16,-0.72,-0.52,-0.03,-0.82
19911220,0.23,0.2,-0.18,0.92,1.26,1.08
19911223,1.15,0.9,1.12,2.51,2.11,2.99
19911224,1.19,1.18,0.94,0.65,0.66,1.09
19911226,1.42,1.38,1.7,0.93,1.2,2.2
19911227,0.9,0.68,1.32,0.33,0.46,0.82
19911230,1.54,1.46,2.42,1.6,1.96,2.51
19911231,1.69,1.34,1,0.92,0.65,0.22
19920102,1.07,0.05,-0.25,0.64,-0.09,-0.45
19920103,0.99,0.71,1.43,0.76,0.35,0.46
19920106,0.97,0.8,1.48,0.14,-0.22,-0.16
19920107,0.39,0.54,0.83,-0.52,0.14,0.05
19920108,1.05,0.76,1.28,-0.32,0.34,0.55
19920109,0.69,0.78,1.81,-0.21,-0.02,0.47
19920110,-0.48,-0.16,-0.41,-0.36,-0.57,-0.85
19920113,0.14,0.1,0.68,0.26,-0.29,-0.25
19920114,1.35,0.97,1.47,2.07,1.09,1.23
19920115,1.55,0.92,1.01,0.96,0.24,-0.21
19920116,1.48,0.43,-0.29,0.59,-0.44,-1.92
19920117,1.34,0.51,0.09,0.06,0.27,-0.26
19920120,0.14,0.13,-0.46,-0.33,-0.47,-1.23
19920121,-1.14,-1.04,-1.85,-1.28,-0.62,-1.59
19920122,0.85,0.75,1.54,1.13,0.91,2.35
19920123,0.26,0.39,0.45,-1.23,-0.62,-0.13
19920124,0.29,0.32,0.45,0.1,0.03,0.29
19920127,0.17,0.13,-0.15,0.49,-0.03,-0.57
19920128,-0.03,0.12,-0.05,-0.05,0.24,-0.27
19920129,-0.56,-0.56,-0.74,-1.62,-0.94,-0.96
19920130,0.5,0.42,0.75,0.26,0.09,0.97
19920131,0.2,0.05,0.35,-1.26,-0.6,-0.37
19920203,0,0.39,0.49,0.86,0.06,0.32
19920204,0.66,0.9,1.24,1.06,0.86,1.17
19920205,0.59,0.47,0.81,-0.33,0,0.61
19920206,0.41,0.3,0.59,0.34,0.02,-0.16
19920207,-0.04,-0.09,-0.13,-0.27,-0.54,-0.88
19920210,0.51,0.25,0.03,1.31,0.6,0.16
19920211,0.4,0.29,0.04,0.34,0.17,-0.27
19920212,0.76,0.72,0.93,1.24,0.74,1.05
19920213,-0.5,-0.15,-0.42,-0.85,-0.67,-1.16
19920214,0.28,0.19,-0.07,-0.01,-0.07,-0.7
19920218,-0.38,-0.31,-0.91,-1.04,-0.97,-1.73
19920219,-0.45,-0.31,-1.12,-0.12,0.28,-0.01
19920220,1.13,0.61,1.39,0.91,1.22,1.73
19920221,-0.22,-0.1,-0.3,-0.54,-0.53,-0.57
19920224,-0.24,-0.24,-0.73,0.17,-0.07,0.07
19920225,-0.38,-0.54,-0.89,-0.67,-0.39,-0.21
19920226,0.64,0.75,1.48,0.72,0.9,2.05
19920227,0.37,0.21,0.49,-0.08,-0.34,0.04
19920228,-0.11,0.06,0.28,-0.33,-0.23,-0.45
19920302,0.26,0.4,0.35,0.02,0.03,0.14
19920303,0.36,0.22,0.23,0.71,0.05,-0.3
19920304,-0.32,-0.23,-0.34,-0.74,-0.61,-1.1
19920305,-1.05,-0.8,-1.32,-0.72,-0.75,-0.95
19920306,-0.26,-0.41,-0.91,-0.24,-0.36,-0.94
19920309,-0.07,0.07,-0.28,0.17,0.2,0.26
19920310,0.3,0.32,0.81,0.15,0.41,1.01
19920311,-0.69,-0.5,-0.73,-0.52,-0.61,-0.98
19920312,-0.33,-0.24,-0.36,-0.01,0.02,-0.26
19920313,0.2,0.19,0.46,0.38,0.53,0.42
19920316,-0.35,-0.06,-0.34,-0.21,0.14,0.25
19920317,0.22,0.15,0.76,0.14,0.75,1.27
19920318,0.05,0.37,0.59,0,-0.1,-0.07
19920319,0.14,0.16,0.12,-0.22,0.33,0.22
19920320,0.24,0.07,-0.09,-0.11,0.34,0.2
19920323,-0.29,-0.05,-0.39,-0.07,-0.36,-0.24
19920324,-0.63,-0.46,-0.4,-0.31,-0.36,-0.01
19920325,-0.01,0.08,0.18,-0.31,-0.2,-0.02
19920326,-0.33,-0.33,-0.29,0.12,0.09,-0.4
19920327,-0.83,-0.83,-1.27,-0.93,-0.96,-1.29
19920330,-0.35,-0.1,-0.44,-0.15,-0.04,-0.35
19920331,0.24,0.12,0.31,0.22,0.07,0.19
19920401,-0.77,-0.82,-0.24,-0.05,0.16,0.21
19920402,-0.98,-0.5,-0.92,-1.15,-0.73,-1.37
19920403,-0.54,-0.48,-0.78,0.69,0.1,-0.23
19920406,0.73,0.3,0.2,1.46,0.67,1.21
19920407,-1.53,-1.21,-2.08,-1.68,-1.61,-2.35
19920408,-1.38,-1.25,-1.9,-0.54,-0.99,-1.28
19920409,0.95,1.16,2.11,0.79,1.49,2.56
19920410,0.5,0.38,0.75,0.33,0.95,0.66
19920413,-0.17,0.08,0.14,0.54,0.37,0.82
19920414,0.59,0.57,0.96,1.11,1.58,1.55
19920415,0.34,0.38,0.49,0.67,0.99,0.86
19920416,-0.63,-0.34,-0.77,0.39,-0.01,-1.12
19920420,-1.59,-1.05,-2.18,-1.03,-1.21,-2.29
19920421,-0.42,-0.42,-0.37,0.05,-0.06,-0.16
19920422,-0.06,-0.06,0.29,-0.25,-0.04,0.29
19920423,-0.05,0,-0.21,0.76,0.31,-0.07
19920424,0.48,0.03,-0.22,-0.21,-0.55,-0.82
19920427,-0.57,-0.56,-0.88,0.23,-0.09,-0.54
19920428,-0.5,-0.39,-1.07,0.43,0.2,-0.68
19920429,0.3,0.93,1.28,0.19,0.76,1.35
19920430,1.33,1.01,1.4,1.32,0.58,0.9
19920501,-0.04,0.1,0.29,-0.61,-0.54,-0.39
19920504,0.47,0.55,0.82,1.2,1.08,1
19920505,0.33,0.23,0.51,0.25,0.04,0.31
19920506,0.53,0.25,0.28,0.01,-0.02,0.08
19920507,0.05,0.06,-0.22,0.16,-0.17,-0.38
19920508,0.35,-0.16,-0.06,-0.13,0.02,-0.03
19920511,0.3,0.47,0.11,0.48,0.55,0.64
19920512,-0.22,-0.42,-0.38,-0.96,-0.48,-0.25
19920513,-0.06,-0.13,-0.21,-0.28,0.12,-0.07
19920514,-0.74,-0.55,-1,-0.72,-0.49,-1.31
19920515,0.04,-0.24,-0.38,-0.6,-0.66,-0.54
19920518,-0.1,0.16,0.22,0.51,0.48,0.76
19920519,0.06,0.1,0.03,0.87,0.79,0.89
19920520,0.17,-0.03,0.12,-0.31,-0.01,0
19920521,-0.26,-0.36,0.08,-0.39,-0.65,-0.85
19920522,0.42,0.28,0.33,0.46,0.26,0.21
19920526,-0.01,-0.61,-0.92,0.1,-0.64,-1.26
19920527,0.05,0.24,0.08,-0.03,0.18,0.5
19920528,0.01,-0.02,0.33,0.74,0.98,1.16
19920529,0.26,0.48,0.66,-0.35,-0.2,0.28
19920601,0.21,0.33,0.44,0.53,0.35,0.66
19920602,0.26,0.3,0.34,-0.93,-0.72,-0.64
19920603,0.56,-0.02,0.13,0.16,0.16,0.12
19920604,-0.22,0,-0.09,-0.17,-0.28,-0.54
19920605,-0.21,-0.4,-0.37,0.17,-0.02,-0.08
19920608,-0.23,-0.23,-0.43,0.2,0.06,-0.57
19920609,-0.78,-0.87,-1.19,-0.83,-0.48,-1.33
19920610,-0.49,-0.37,-1.02,-0.36,-0.51,-1.16
19920611,-0.39,-0.46,-0.54,0.39,0.35,0.23
19920612,-0.15,0.27,0.6,0.12,0.11,0.6
19920615,-0.3,-0.4,-0.48,0.17,0.08,-0.1
19920616,-0.72,-0.37,-0.57,-0.33,-0.39,-0.67
19920617,-1.82,-1.74,-1.85,-1.47,-1.08,-2.13
19920618,-0.78,-0.62,-0.97,0.02,-0.38,-0.48
19920619,0.27,0.61,0.68,0.57,0.68,0.72
19920622,-0.99,-0.74,-1.07,-0.37,-0.27,0.16
19920623,0.13,0.31,0.37,0.38,0.23,0.34
19920624,-0.45,-0.09,-0.29,0.07,0.05,-0.45
19920625,-0.11,-0.27,-0.16,-0.37,-0.1,-0.1
19920626,-0.14,0.1,0.2,-0.28,0.13,0.14
19920629,1.15,0.81,1.08,0.91,1.15,2.01
19920630,0.48,0.7,1.27,0.04,-0.04,0.18
19920701,0.55,0.35,1.04,0.99,0.96,1.48
19920702,-0.76,-0.32,-0.47,-0.84,-0.11,-0.24
19920706,-0.21,-0.26,-0.31,0.8,0.54,0.22
19920707,-0.73,-0.46,-0.67,-1.66,-0.87,-1.17
19920708,-0.42,-0.41,-0.31,0.29,0.31,0.08
19920709,1.09,0.63,1.21,0.93,0.75,1.47
19920710,0.45,0.36,0.81,0.1,-0.02,0.57
19920713,0.14,0.32,0.42,0.43,0.14,0.05
19920714,0.75,0.65,0.66,0.76,0.73,0.34
19920715,0.08,0.23,0.25,0.17,-0.15,-0.27
19920716,0.17,0.14,-0.09,0.22,0.26,-0.29
19920717,-0.7,-0.37,-0.5,-0.25,-0.62,-0.4
19920720,-0.75,-0.78,-0.56,-0.52,-0.45,-0.38
19920721,0.28,0.43,0.45,0.23,0,0.4
19920722,-0.58,-0.48,-0.43,-0.39,-0.73,-0.76
19920723,0.33,0.17,0.04,0.1,0.44,0
19920724,0.39,0.04,-0.05,0.31,-0.16,0.05
19920727,-0.03,-0.07,0.19,0.01,0.1,-0.03
19920728,0.68,0.73,1.08,1.15,1.31,1.59
19920729,0.63,0.56,0.68,0.95,1.19,0.99
19920730,0.45,0.45,0.48,0.73,0.39,0.18
19920731,0.54,0.46,0.52,-0.02,0.13,0.18
19920803,0.39,0.09,0.3,0.34,0.17,0.41
19920804,0.04,0.15,-0.07,-0.22,-0.08,-0.15
19920805,-0.45,-0.38,-0.28,-0.65,-0.48,-0.57
19920806,-0.46,-0.22,-0.52,-0.29,-0.29,-0.41
19920807,-0.09,-0.01,-0.05,-0.25,-0.18,-0.48
19920810,-0.29,-0.33,-0.29,-0.13,0.16,-0.04
19920811,-0.37,-0.1,-0.01,-0.24,-0.02,-0.24
19920812,-0.16,-0.03,-0.08,-0.34,-0.29,-0.38
19920813,0.22,-0.33,-0.21,0.08,0.13,-0.06
19920814,0.36,0.11,0.51,0.53,0.57,0.41
19920817,-0.08,0.05,0.09,0.2,0.17,0.35
19920818,-0.17,-0.18,-0.22,0.01,0.25,-0.05
19920819,-0.56,-0.51,-0.48,-0.8,-0.61,-0.78
19920820,-0.25,-0.28,-0.32,-0.44,0.07,0.06
19920821,-0.51,-0.26,-0.53,-0.83,-0.86,-0.56
19920824,-1.31,-1.15,-1.27,-0.99,-0.94,-1.57
19920825,-0.21,-0.2,-0.63,0.36,0.11,0.02
19920826,0.19,0.22,0.44,0.4,0.5,0.65
19920827,0.63,0.52,0.59,0.21,-0.02,0.6
19920828,0.14,0.37,0.09,0.32,0.36,0.01
19920831,-0.15,-0.13,-0.04,0.14,-0.12,-0.24
19920901,0.25,0.14,0.12,0.47,0.53,0.43
19920902,0.96,0.36,0.7,0.99,0.44,0.5
19920903,0.56,0.49,0.52,0.07,0,0.24
19920904,-0.37,-0.1,-0.19,-0.55,-0.18,-0.1
19920908,-0.55,-0.53,-0.5,-0.17,-0.59,-0.72
19920909,0.07,0.3,0.18,0.74,0.44,0.37
19920910,0.73,0.47,0.83,1.04,0.71,1.06
19920911,0.49,0.14,0.33,0.27,-0.14,0.21
19920914,0.93,0.66,1.07,1.36,1.36,1.67
19920915,-0.89,-0.71,-0.56,-1.64,-1.11,-1.06
19920916,-0.35,-0.13,-0.18,-0.57,0.04,-0.02
19920917,-0.09,-0.12,0.16,-0.18,0,0.15
19920918,0.19,0.39,0.26,0.23,0.69,0.45
19920921,-0.52,-0.09,0.1,0.01,-0.15,-0.03
19920922,-0.59,-0.7,-0.32,-0.93,-0.97,-1.43
